Case Number,Date,Year,Type,Country,Area,Activity,Age,Fatal (Y/N),Sex,Month
1961.08.04,04-Aug-1961,1961,Unprovoked,BERMUDA,unknown,Spearfishing,22,N,M,Aug
1961.07.29,29-Jul-1961,1961,Provoked,USA,New York,Spearfishing,57,N,M,Jul
1961.07.16,16-Jul-1961,1971,Unprovoked,TURKEY,Anatolia,Swimming,16,N,M,Jul
1961.06.18,18-Jun-1961,1961,Unprovoked,USA,Florida,Standing,25,N,M,Jun
1961.05.21,21-May-1961,1961,Unprovoked,USA,California,Free diving for abalone,20,N,M,May
1961.04.21,21-Apr-1961,1961,Unprovoked,MOZAMBIQUE,Gaza,Swimming,37,N,M,Apr
1961.04.16.b,16-Apr-1961,1961,Unprovoked,USA,Florida,Spearfishing,22,N,M,Apr
1961.04.16.a,16-Apr-1961,1961,Provoked,AUSTRALIA,New South Wales,Spearfishing,21,N,M,Apr
1961.04.03,03-Apr-1961,1961,Unprovoked,AUSTRALIA,Victoria,Spearfishing,24,N,M,Apr
1961.03.30,30-Mar-1961,1961,Unprovoked,AUSTRALIA,South Australia,Spearfishing,24,N,M,Mar
1961.03.18,18-Mar-1961,1961,Unprovoked,AUSTRALIA,Victoria,Swimming,24,N,M,Mar
1961.03.12,12-Mar-1961,1961,Unprovoked,AUSTRALIA,South Australia,Spearfishing,21,N,M,Mar
1961.03.09,09-Mar-1961,1961,Unprovoked,NORTH PACIFIC OCEAN,Wake Island (EnenKio),Free diving,33,N,M,Mar
1961.03.07,07-Mar-1961,1961,Provoked,SOUTH AFRICA,KwaZulu-Natal,Fishing,44,N,M,Mar
1961.02.01.b,01-Feb-1961,1961,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,14,Y,M,Feb
1961.01.22,22-Jan-1961,1961,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,15,N,M,Jan
1961.01.06.c,06-Jan-1961,1961,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,13,N,M,Jan
1960.12.24,24-Dec-1960,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,25,Y,M,Dec
1960.08.24,24-Aug-1960,1960,Unprovoked,USA,Connecticut,Free diving,38,N,M,Aug
1960.07.27,27-Jul-1960,1960,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,25,N,M,Jul
1960.06.27.a,27-Jun-1960,1960,Provoked,NORTH SEA,"Unknown, treated at Wick, SCOTLAND",Fishing,18,N,M,Jun
1960.06.24,24-Jun-1960,1960,Unprovoked,USA,Florida,Scuba diving,39,N,M,Jun
1960.06.04,04-Jun-1960,1960,Unprovoked,USA,Georgia,Swimming,24,N,M,Jun
1960.05.19,19-May-1960,1960,Unprovoked,USA,California,Swimming ,16,N,F,May
1960.04.30,30-Apr-1960,1960,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,16,N,M,Apr
1960.04.12,12-Apr-1960,1960,Unprovoked,AUSTRALIA,New South Wales,Surfing,17,N,M,Apr
1960.03.31,31-Mar-1960,1960,Unprovoked,USA,Florida,Treading water,42,N,M,Mar
1960.02.27.b,27-Feb-1960,1960,Unprovoked,NEW ZEALAND,North Island,Spearfishing,22,N,M,Feb
1960.02.19,19-Feb-1960,1960,Unprovoked,PAPUA NEW GUINEA,Central Province,Spearfishing,26,Y,M,Feb
1960.02.07,07-Feb-1960,1960,Provoked,AUSTRALIA,New South Wales,Spearfishing,20,N,M,Feb
1960.01.16,16-Jan-1960,1960,Unprovoked,AUSTRALIA,New South Wales,Free diving,13,Y,M,Jan
1959.11.29,29-Nov-1959,1959,Unprovoked,AUSTRALIA,Victoria,Body surfing,19,N,M,Nov
1959.10.04,04-Oct-1959,1959,Unprovoked,USA,California,Diving for abalone,30,N,M,Oct
1959.09.30,30-Sep-1959,1959,Unprovoked,PHILIPPINES,Leyte Island,Swimming ,28,N,M,Sep
1959.08.10,10-Aug-1959,1959,Unprovoked,USA,Georgia,Standing,15,N,F,Aug
1959.07.02,02-Jul-1959,1959,Provoked,USA,Florida,Free diving,13,N,M,Jul
1959.06.14.a,14-Jun-1959,1959,Unprovoked,USA,California,Free diving for abalone,33,Y,M,Jun
1959.05.30,30-May-1959,1959,Provoked,SOUTH AFRICA,Eastern Cape Province,Spearfishing,23,N,M,May
1959.05.07,07-May-1959,1959,Unprovoked,USA,California,Treading water,18,Y,M,May
1959.05.03,03-May-1959,1959,Unprovoked,USA,Florida,Spearfishing,19,N,M,May
1959.03.29,29-Mar-1959,1959,Unprovoked,USA,Florida,Swimming,13,N,M,Mar
1959.02.01,01-Feb-1959,1959,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,14,N,M,Feb
1959.01.15,15-Jan-1959,1959,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,18,N,M,Jan
1958.12.23,23-Dec-1958,1958,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,14,Y,M,Dec
1958.11.23,23-Nov-1958,1958,Unprovoked,AUSTRALIA,Queensland,Swimming,21,Y,M,Nov
1958.09.06,06-Sep-1958,1958,Unprovoked,BAHAMAS,Cat Cay,Fishing,42,N,M,Sep
1958.09.01,01-Sep-1958,1958,Provoked,USA,New York,Spearfishing,20,N,M,Sep
1958.07.08, 08-Jul-1958,1958,Unprovoked,KENYA,Coast Province,Swimming,21,Y,M,Jul
1958.07.02,02-Jul-1958,1958,Provoked,USA,Florida,Free diving,20,N,M,Jul
1958.07.01,01-Jul-1958,1958,Unprovoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Swimming,38,Y,M,Jul
1958.06.26,26-Jun-1958,1958,Provoked,USA,Florida,Wading,59,N,M,Jun
1958.06.24,24-Jun-1958,1958,Unprovoked,USA,Florida,Walking,17,N,M,Jun
1958.04.30,30-Apr-1958,1958,Provoked,USA,Florida,Free diving,29,N,M,Apr
1958.04.19,19-Apr-1958,1958,Unprovoked,TAIWAN,Taipei Hsien,Diving,29,N,M,Apr
1958.01.19,19-Jan-1958,1958,Unprovoked,AUSTRALIA,New South Wales,Body surfing,14,N,M,Jan
1957.12.30,30-Dec-1957,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,14,N,F,Dec
1957.12.26,26-Dec-1957,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Skindiving,20,N,M,Dec
1957.12.23,23-Dec-1957,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Floating,23,Y,M,Dec
1957.12.20,20-Dec-1957,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,15,Y,M,Dec
1957.12.18,18-Dec-1957,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,16,N,M,Dec
1957.07.15,15-Jul-1957,1957,Unprovoked,USA,North Carolina,Swimming,57,Y,M,Jul
1957.07.09,09-Jul-1957,1957,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,36,N,M,Jul
1957.04.28,28-Apr-1957,1957,Unprovoked,USA,California,Swimming,25,Y,M,Apr
1957.04.23,23-Apr-1957,1957,Unprovoked,AUSTRALIA,New South Wales,Surfing,15,N,M,Apr
1957.04.22,22-Apr-1957,1957,Provoked,USA,Florida,Standing,17,N,M,Apr
1957.01.05,05-Jan-1957,1957,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,12,Y,M,Jan
1956.12.26,26-Dec-1956,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,19,Y,M,Dec
1956.12.24,24-Dec-1956,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Spearfishing,16,Y,M,Dec
1956.12.09,09-Dec-1956,1956,Provoked,NEW ZEALAND,North Island,Fishing,70,N,M,Dec
1956.09.23,23-Sep-1956,1956,Unprovoked,USA,Florida,Surf fishing,27,N,M,Sep
1956.08.25,25-Aug-1956,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,Fishing ,34,Y,M,Aug
1956.07.26,26-Jul-1956,1956,Provoked,USA,California,Fishing,38,N,M,Jul
1956.07.20,20-Jul-1956,1956,Unprovoked,MALTA,St. Thomas Bay,Swimming,40,Y,M,Jul
1956.07.17,17-Jul-1956,1956,Unprovoked,USA,Florida,Wading,38,N,F,Jul
1956.03.11,11-Mar-1956,1956,Unprovoked,AUSTRALIA,New South Wales,Bathing,13,N,M,Mar
1956.01.16.R,Reported 16-Jan-1956,1956,Unprovoked,AUSTRALIA,Torres Strait,Diving for trochus,18,N,M,Jan
1956.01.16,16-Jan-1956,1956,Unprovoked,COSTA RICA,unknown,Swimming,33,Y,M,Jan
1956.01.05,05-Jan-1956,1956,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,25,N,M,Jan
1955.08.30.a,30-Aug-1955,1955,Provoked,USA,California,Surfing,25,N,M,Aug
1955.08.26,26-Aug-1955,1955,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Swimming,32,Y,F,Aug
1955.08.08,08-Aug-1955,1955,Unprovoked,AMERICAN SAMOA,Tutuila Island,Swimming,28,Y,M,Aug
1955.07.23,23-Jun-1955,1955,Unprovoked,USA,Rhode Island,Wading,13,N,M,Jun
1955.05.08,08-May-1955,1955,Provoked,USA,California,Spearfishing,28,N,M,May
1955.03.09,09-Mar-1955,1955,Unprovoked,AUSTRALIA,New South Wales,Body surfing,22,Y,M,Mar
1955.02.06,06-Feb-1955,1955,Unprovoked,USA,California,Spearfishing,19,N,M,Feb
1955.02.05,05-Feb-1955,1955,Unprovoked,AUSTRALIA,New South Wales,Swimming,25,Y,M,Feb
1955.02.04,04-Feb-1955,1955,Unprovoked,INDIA,Tamil Nadu,Fishing,25,N,M,Feb
1954.12.11,11-Dec-1954,1954,Unprovoked,AUSTRALIA,Victoria,Swimming,23,Y,M,Dec
1954.12.04,04-Dec-1954,1954,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,16,N,M,Dec
1954.09.21,21-Sep-1954,1954,Unprovoked,USA,California,Swimming,35,N,M,Sep
1954.09.15,15-Sep-1954,1954,Unprovoked,HONG KONG,unknown,Swimming,20,Y,M,Sep
1954.07.03,03-Jul-1954,1954,Unprovoked,BERMUDA,South shore ,Swimming,22,N,M,Jul
1954.02.27,27-Feb-1954,1954,Unprovoked,AUSTRALIA,New South Wales,Swimming,23,Y,M,Feb
1954.01.22.b,22-Jan-1954,1954,Unprovoked,AUSTRALIA,Torres Strait,Spearfishing,30,N,M,Jan
1954.01.22.a,22-Jan-1954,1954,Unprovoked,ARGENTINA,Buenos Aires Province,Floating,18,N,M,Jan
1953.12.22,22-Dec-1953,1953,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,23,N,M,Dec
1953.09.03.R,Reported 03-Sep-1953,1953,Unprovoked,USA,New York,Surf fishing,15,N,M,Sep
1953.07.31,31-Jul-1953,1953,Unprovoked,MEXICO,Colima,Wading,18,Y,F,Jul
1953.07.26,26-Jul-1953,1953,Unprovoked,USA,Hawaii,Spearfishing,15,Y,M,Jul
1953.07.15,15-Jul-1953,1953,Unprovoked,USA,Florida,Standing,26,N,F,Jul
1953.04.04,04-Apr-1953,1953,Unprovoked,USA,Texas,Swimming,19,N,F,Apr
1953.02.15,15-Feb-1953,1953,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,25,N,M,Feb
1953.01.20,20-Jan-1953,1953,Provoked,AUSTRALIA,South Australia,Fishing,61,N,M,Jan
1952.08.04,04-Aug-1952,1952,Provoked,ITALY,Genoa  Province,Fishing,17,N,M,Aug
1952.08.05,05-Aug-1952,1952,Provoked,ITALY,Teramo,Fishing,19,Y,unknown,Aug
1952.07.27.b,27-Jul-1952,1952,Provoked,USA,South Carolina,Fishing,34,N,M,Jul
1952.07.13,13-Jul-1952,1952,Provoked,USA,California,Fishing,34,N,M,Jul
1951.12.21,21-Dec-1951,1951,Unprovoked,MOZAMBIQUE,Bay of Maputu,Swimming,15,Y,M,Dec
1951.12.16,16-Dec-1951,1951,Provoked,AUSTRALIA,New South Wales,Spearfishing,18,N,M,Dec
1951.12.06,6-Dec-1951,1951,Unprovoked,AUSTRALIA,New South Wales,Treading water,21,Y,M,Dec
1951.11.29,29-Nov-1951,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,23,N,M,Nov
1951.11.28.b,28-Nov-1951,1951,Unprovoked,JAMAICA,Kingston Parish,Fishing,81,N,M,Nov
1951.11.28.a,28-Nov-1951,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,24,N,M,Nov
1951.10.22,22-Oct-1951,1951,Unprovoked,AUSTRALIA,Queensland,Swimming,42,Y,M,Oct
1951.09.29,29-Sep-1951,1951,Unprovoked,ITALY,Salerno,Swimming,21,Y,F,Sep
1951.08.17.b,17-Aug-1951,1951,Unprovoked,GREECE,Corfu Island,Swimming,18,N,M,Aug
1951.08.17.a,17-Aug-1951,1951,Unprovoked,GREECE,Corfu Island,Swimming,16,Y,F,Aug
1951.07.11,11-Jul-1951,1951,Unprovoked,PACIFIC OCEAN,unknown,Fell overboard,40,N,M,Jul
1951.05.22,22-May-1951,1951,Unprovoked,MEXICO,unknown,Free diving,16,N,M,May
1951.03.15,15-Mar-1951,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,19,N,M,Mar
1951.02.19,19-Feb-1951,1951,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,31,N,M,Feb
1951.02.01,01-Feb-1951,1951,Unprovoked,AUSTRALIA,New South Wales,Swimming,14,N,M,Feb
1951.01.21,21-Jan-1951,1951,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,19,Y,M,Jan
1950.12.16,16-Dec-1950,1950,Unprovoked,AUSTRALIA,Queensland,Treading water,20,Y,M,Dec
1950.11.25,25-Nov-1950,1950,Unprovoked,AUSTRALIA,Queensland,Body surfing,21,N,M,Nov
1950.10.04,04-Oct-1950,1950,Unprovoked,AUSTRALIA,Queensland,Fishing,25,N,M,Oct
1950.07.21,21-Jul-1950,1950,Unprovoked,JAPAN,Sago Prefecture,Swimming,19,Y,M,Jul
1950.07.10,10-Jul-1950,1950,Unprovoked,USA,Texas,Swimming,11,N,M,Jul
1950.06.25,25-Jun-1950,1950,Unprovoked,USA,New York,Swimming ,16,N,M,Jun
1950.05.24,24-May-1950,1950,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,27,N,M,May
1950.03.08,08-Mar-1950,1950,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Lifesaving drill,20,Y,M,Mar
1950.02.11,11-Feb-1950,1950,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,14,Y,M,Feb
1949.08.28.b,28-Aug-1949,1949,Unprovoked,AUSTRALIA,Queensland,Swimming,21,N,M,Aug
1949.08.28.a,28-Aug-1949,1949,Unprovoked,AUSTRALIA,Queensland,Swimming,34,Y,M,Aug
1949.08.10.R,Reported 10-Aug-1949,1949,Unprovoked,ITALY,Calabria,Swimming,21,N,M,Aug
1949.07.29,07-July-1949,1949,Unprovoked,IRAN,Shatt-el-Arab River,Swimming,18,N,M,Jul
1949.07.28,28-Jul-1949,1949,Unprovoked,IRAN,Shatt-al-Arab River,Swimming,18,Y,M,Jul
1949.07.16,16-Jul-1949,1949,Provoked,USA,California,Fishing,16,N,M,Jul
1949.05.16,16-May-1949,1949,Unprovoked,AUSTRALIA,Western Australia,Bathing,22,N,F,May
1948.12.27,27-Dec-1948,1948,Unprovoked,AUSTRALIA,Western Australia,Swimming,17,Y,M,Dec
1948.09.22,22-Sep-1948,1948,Unprovoked,GREECE,Attica,Swimming,17,Y,M,Sep
1948.08.03,03-Aug-1948,1948,Unprovoked,IRAN,Shatt-al-Arab River,Swimming,15,N,M,Aug
1948.07.01,01-Jul-1948,1948,Unprovoked,USA,US Virgin Islands,Swimming,46,Y,M,Jul
1948.02.12,12-Feb-1948,1948,Unprovoked,AUSTRALIA,New South Wales,Swimming,16,Y,M,Feb
1947.11.08.b,08-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,Swimming,12,Y,M,Nov
1947.11.08.a,08-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,Swimming,13,N,M,Nov
1947.10.10,10-Oct-1947,1947,Unprovoked,BRAZIL,Pernambuco,Swimming ,25,Y,M,Oct
1947.08.04,04-Aug-1947,1947,Unprovoked,USA,Florida,Swimming,20,Y,M,Aug
1947.07.27.R,Reported 27-Jul-1947,1947,Provoked,USA,California,Fishing,46,N,M,Jul
1947.07.15,15-Jul-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,20,N,M,Jul
1947.06.27,27-Jun-1947,1947,Unprovoked,USA,Hawaii,Fishing,35,N,M,Jun
1947.04.20,20-Apr-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,21,N,M,Apr
1947.04.11,11-Apr-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,14,N,M,Apr
1947.04.06,06-Apr-1947,1947,Unprovoked,AUSTRALIA,New South Wales,Surfing,17,N,M,Apr
1947.03.12,12-Mar-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Wading,18,N,M,Mar
1947.03.09,09-Mar-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,22,N,M,Mar
1947.01.05,05-Jan-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,18,N,M,Jan
1946.10.14,14-Oct-1946,1946,Unprovoked,AUSTRALIA,New South Wales,Swimming,15,N,M,Oct
1946.08.24,24-Aug-1946,1946,Unprovoked,ISRAEL,Gaza,Fishing,15,N,M,Aug
1946.07.18.a,18-Jul-1946,1946,Unprovoked,IRAN,Khuzestan Province,Swimming ,12,N,M,Jul
1946.06.28,28-Jun-1946,1946,Unprovoked,INDIA,unknown,Bathing,14,N,M,Jun
1946.04.19,19-Apr-1946,1946,Unprovoked,AUSTRALIA,Queensland,Swimming,17,Y,M,Apr
1946.03.20,20-Mar-1946,1946,Boating,AUSTRALIA,South Australia,Fishing,28,N,M,Mar
1946.02.16,16-Feb-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,21,N,M,Feb
1946.02.10.b,10-Feb-1946,1946,Unprovoked,AUSTRALIA,Western Australia,Standing,18,N,M,Feb
1946.02.10.a,10-Feb-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,18,N,M,Feb
1946.01.24.b,24-Jan-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,15,N,M,Jan
1946.01.05,05-Jan-1946,1946,Unprovoked,AUSTRALIA,New South Wales,Swimming,14,Y,F,Jan
1946.01.01,01-Jan-1946,1946,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,24,N,M,Jan
1945.09.06,06-Sep-1945,1945,Unprovoked,IRAN,Shatt-al-Arab River,Swimming,13,N,M,Sep
1945.03.06,06-Mar-1945,1945,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Walking,37,N,M,Mar
1944.09.03,03-Sep-1944,1944,Unprovoked,USA,Maryland,Swimming,13,N,M,Sep
1944.08.20,20-Aug-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,19,Y,M,Aug
1944.07.22,22-Jul-144,1944,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,17,Y,M,Jul
1944.05.31,31-May-1944,1944,Unprovoked,USA,Florida,Bathing,15,N,F,May
1944.03.26.b,26-Mar-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,18,N,M,Mar
1944.03.26.a,26-Mar-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,23,Y,M,Mar
1944.03.14,14-Mar-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,16,N,M,Mar
1944.02.18,18-Feb-1944,1944,Unprovoked,INDIA,unknown,Bathing,12,Y,M,Feb
1944.01.20,20-Jan-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,22,Y,M,Jan
1944.01.14,14-Jan-1944,1944,Unprovoked,AUSTRALIA,New South Wales,Surfing,14,N,M,Jan
1944.01.04,04-Jan-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,26,Y,M,Jan
1943.12.12,12-Dec-1943,1943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,17,Y,M,Dec
1943.03.21,21-Mar-1943,1943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,31,Y,M,Mar
1942.11.25,25-Nov-1942,1942,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,38,N,M,Nov
1942.11.01,01-Nov-1942,1942,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming ,18,Y,M,Nov
1942.09.12.a,12-Sep-1942,1942,Unprovoked,AUSTRALIA,Queensland,Treading water,24,N,M,Sep
1942.01.04,04-Jan-1942,1942,Unprovoked,AUSTRALIA,New South Wales,Swimming,28,Y,F,Jan
1941.12.03,03-Dec-1941,1941,Unprovoked,AUSTRALIA,Western Australia,Swimming,10,N,M,Dec
1941.03.09,09-Mar-1941,1941,Provoked,USA,California,Fishing,53,N,M,Mar
1941.02.13.,13-Feb-1941,1941,Provoked,AUSTRALIA,New South Wales,Fishing,34,N,M,Feb
1940.12.20,20-Dec-1940,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,17,Y,M,Dec
1940.03.31,31-Mar-1940,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,25,Y,M,Mar
1940.02.22,22-Feb-1940,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,17,Y,M,Feb
1940.02.04,4-Feb-1940,1940,Unprovoked,AUSTRALIA,New South Wales,Wading,55,Y,M,Feb
1940.01.23,23-Jan-1940,1940,Unprovoked,AUSTRALIA,New South Wales,Swimming,13,Y,M,Jan
1940.01.15,15-Jan-1940,1940,Unprovoked,AUSTRALIA,Queensland,Swimming,22,N,M,Jan
1940.01.07,07-Jan-1940,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,18,Y,M,Jan
1939.12.14,14-Dec-1939,1939,Unprovoked,AUSTRALIA,Queensland,Swimming ,20,Y,M,Dec
1939.08.01,01-Aug-1939,1939,Provoked,USA,California,Fishing,33,N,M,Aug
1938.12.27,27-Dec-1938,1938,Unprovoked,AUSTRALIA,New South Wales,Swimming,19,Y,M,Dec
1938.10.05,05-Oct-1938,1938,Provoked,AUSTRALIA,Queensland,Fishing,18,N,M,Oct
1937.11.11,11-Nov-1937,1937,Unprovoked,AUSTRALIA,Torres Strait ,Diving for trochus,17,Y,M,Nov
1937.10.27.b,27-Oct-1937,1937,Unprovoked,AUSTRALIA,Queensland ,Swimming ,25,Y,M,Oct
1937.10.27.a,27-Oct-1937,1937,Unprovoked,AUSTRALIA,Queensland,Swimming ,18,Y,M,Oct
1937.08.02,02-Aug-1937,1937,Unprovoked,PANAMA,Colon Province,Swimming,21,Y,M,Aug
1937.06.15,    15-Jun-1937,1937,Unprovoked,USA,Texas,Swimming,14,Y,M,Jun
1937.02.13,13-Feb-1937,1937,Unprovoked,AUSTRALIA,New South Wales,Swimming,32,Y,M,Feb
1937.02.03,03-Feb-1937,1937,Provoked,AUSTRALIA,Queensland,Fishing,20,N,M,Feb
1936.12.12,12-Dec-1936,1936,Unprovoked,AUSTRALIA,New South Wales,Swimming,15,Y,M,Dec
1936.12.01,01-Dec-1936,1936,Boating,AUSTRALIA,Victoria,Fishing,50,Y,M,Dec
1936.04.22,22-Apr-1936,1936,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,16,N,M,Apr
1936.02.04,04-Feb-1936,1936,Unprovoked,AUSTRALIA,New South Wales,Swimming,14,Y,M,Feb
1935.09.21,21-Sep-1935,1935,Unprovoked,USA,North Carolina,Swimming,38,Y,M,Sep
1935.07.01,01-Jul-1935,1935,Unprovoked,CROATIA,Adriatic Sea,Swimming,22,Y,F,Jul
1935.03.09,09-Mar-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Swimming,27,Y,M,Mar
1935.03.02,02-Mar-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Standing,22,Y,M,Mar
1934.10.09,09-Oct-1934,1934,Unprovoked,AUSTRALIA,Northern Territory,Bathing,38,Y,F,Oct
1934.08.21,21-Aug-1934,1934,Unprovoked,CROATIA,Adriatic Sea,Swimming,18,Y,F,Aug
1934.08.05,05-Aug-1934,1934,Unprovoked,USA,Georgia,Swimming,11,N,M,Aug
1934.04.15,15-Apr-1934,1934,Unprovoked,AUSTRALIA,Queensland,Body surfing,34,N,M,Apr
1934.04.01.b,01-Apr-1934,1934,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,12,N,M,Apr
1933.04.10,10-Apr-1933,1933,Unprovoked,USA,Florida,Swimming,24,Y,M,Apr
1933.01.04,04-Jan-1933,1933,Unprovoked,AUSTRALIA,Queensland,Swimming,38,Y,M,Jan
1932.10.31,31-Oct-1932,1932,Unprovoked,AUSTRALIA,New South Wales,Swimming,24,N,M,Oct
1932.10.11,11-Oct-1932,1932,Unprovoked,CAPE VERDE,Barlavento Islands,Swimming,27,Y,M,Oct
1932.06.28,28-Jun-1932,1932,Provoked,USA,New Jersey,Fishing,32,N,M,Jun
1931.09.21.a,21-Sep-1931,1931,Unprovoked,USA,Florida,Swimming ,20,N,F,Sep
1931.08.31,31-Aug-1931,1931,Unprovoked,CUBA,Havana Province,Swimming,18,Y,M,Aug
1931.01.07,07-Jan-1931,1931,Unprovoked,AUSTRALIA,Queensland,Swimming,18,N,M,Jan
1930.12.25,25-Dec-1930,1930,Unprovoked,AUSTRALIA,New South Wales,Swimming,49,N,M,Dec
1930.08.31,31-Aug-1930,1930,Unprovoked,AUSTRALIA,Western Australia,Fishing,17,N,M,Aug
1930.08.16,16-Aug-1930,1930,Unprovoked,SPAIN,Canary Islands,Swimming,38,N,M,Aug
1930.07.19,19-Jul-1930,1930,Unprovoked,CUBA,Havana Province,Swimming,29,N,M,Jul
1930.07.11,11-Jul-1930,1930,Unprovoked,USA,Florida,Swimming,21,N,M,Jul
1930.01.16,16-Jan-1930,1930,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,23,N,M,Jan
1929.03.16,16-Mar-1929,1929,Unprovoked,USA,Florida,Swimming,26,N,M,Mar
1929.02.18,18-Feb-1929,1929,Unprovoked,AUSTRALIA,New South Wales,Body surfing,20,Y,M,Feb
1929.02.08,08-Feb-1929,1929,Unprovoked,AUSTRALIA,New South Wales,Swimming,39,Y,M,Feb
1929.01.12,12-Jan-1929,1929,Unprovoked,AUSTRALIA,New South Wales,Body surfing,14,Y,M,Jan
1928.11.04,04-Nov-1928,1928,Unprovoked,PANAMA,Gulf of Panama,Swimming,17,Y,M,Nov
1928.04.14,14-Apr-1928,1928,Unprovoked,AUSTRALIA,New South Wales,Treading water,19,N,M,Apr
1928.04.06,06-Apr-1928,1928,Unprovoked,AUSTRALIA,Queensland,Bathing,15,N,M,Apr
1927.12.28,28-Dec-1927,1927,Unprovoked,SOUTH AFRICA,Western Cape Province,Swimming,17,Y,M,Dec
1927.01.03,03-Jan-1927,1927,Unprovoked,AUSTRALIA,New South Wales,Swimming,15,Y,M,Jan
1926.10.23.b,23-Oct-1926,1926,Unprovoked,AUSTRALIA,New South Wales,Bathing,17,N,M,Oct
1926.08.24,24-Aug-1926,1926,Unprovoked,USA,New Jersey,Swimming,18,Y,M,Aug
1926.07.23,23-Jul-1926,1926,Unprovoked,ITALY,Golfo di Genova in the Ligurian Sea,Swimming,20,Y,M,Jul
